timestamp_bst,pm2_5_ugm3,pm10_ugm3,no2_ugm3,o3_ugm3,co_mgm3,so2_ugm3,dust_aod_550nm
1/20/2017 18:00,165.39778,232.49146,5.053153,149.70506,0.9965378,7.6138315,0.008720471
1/20/2017 21:00,217.94667,306.734,4.255792,152.1092,1.0590116,8.655561,0.008026034
1/21/2017 0:00,216.46005,305.14587,4.8161736,150.56702,1.1348847,10.16994,0.007554106
1/21/2017 3:00,197.9916,279.4527,6.035377,143.45937,1.2425557,11.780528,0.007413817
1/21/2017 6:00,210.59247,297.47675,17.505438,135.29832,1.3174642,11.991775,0.005550484
1/21/2017 9:00,203.68588,287.53424,13.740423,144.87111,1.3859153,11.065653,0.005638123
1/21/2017 12:00,127.468925,179.70694,7.094637,179.2686,1.22502,7.8412538,0.005444944
1/21/2017 15:00,103.51056,145.87999,5.084292,176.69771,0.9793602,6.1555386,0.005314231
1/21/2017 18:00,178.55211,251.08127,4.930155,172.05225,1.0398477,7.2024736,0.005112475
1/21/2017 21:00,213.76385,300.9147,4.0991783,166.0479,1.1325921,8.305707,0.004929277
1/22/2017 0:00,202.8794,285.9909,5.745298,146.69275,1.2632226,10.993939,0.004400941
1/22/2017 3:00,193.73021,273.4414,7.589238,126.13598,1.3869847,14.39788,0.003839378
1/22/2017 6:00,179.32825,253.28064,7.124723,113.65519,1.4284158,15.034144,0.003571966
1/22/2017 9:00,176.73734,249.57762,5.462953,125.554726,1.4410043,13.284932,0.003354069
1/22/2017 12:00,112.51336,158.81152,2.8499243,174.3104,1.2288607,8.608159,0.003146987
1/22/2017 15:00,88.14669,124.404724,2.572125,179.94495,0.96539927,6.2168508,0.003098139
1/22/2017 18:00,145.68962,205.17012,5.215176,158.15009,1.0150604,7.7007337,0.002881428
1/22/2017 21:00,186.55783,262.92505,4.8384585,153.31552,1.0889106,9.111206,0.002679227
1/23/2017 0:00,189.2904,267.171,6.0172634,143.58806,1.1953506,11.60773,0.002604058
1/23/2017 3:00,195.16653,275.8635,7.03779,134.88722,1.3183386,14.344175,0.002736769
1/23/2017 6:00,209.48357,296.18695,15.572664,123.65893,1.4324794,15.874068,0.004791358
1/23/2017 9:00,209.7039,296.39044,11.2385435,137.45934,1.4930191,14.653607,0.005467821
1/23/2017 12:00,141.81825,200.37117,4.9196754,184.88751,1.2496159,9.506113,0.004973951
1/23/2017 15:00,106.92463,151.03615,3.4845026,182.1104,0.96850276,6.765769,0.004087898
1/23/2017 18:00,173.12735,243.86879,5.285867,166.91937,1.0564313,8.529368,0.003937136
1/23/2017 21:00,222.15707,313.0713,4.401112,165.92561,1.1404073,9.960331,0.004143428
1/24/2017 0:00,216.80336,305.9521,5.2343383,159.93268,1.2549509,12.028019,0.004371831
1/24/2017 3:00,234.0115,330.7398,5.7048674,150.23167,1.365296,13.642429,0.004400951
1/24/2017 6:00,242.07043,342.20193,13.406229,145.06773,1.4356464,13.452365,0.007599494
1/24/2017 9:00,235.92155,333.33914,9.541464,155.27318,1.4115715,11.367373,0.00812922
1/24/2017 12:00,135.61566,191.55368,4.8686423,187.21915,1.2280743,7.6489964,0.0075468
1/24/2017 15:00,101.270645,143.06,3.5093331,182.80453,0.9383604,5.54026,0.006640049
1/24/2017 18:00,187.13786,263.48697,4.0280395,173.79039,0.97112256,6.3355403,0.005833348
1/24/2017 21:00,282.59845,398.09982,2.5237973,173.05214,0.9851846,6.2479644,0.005301502
1/25/2017 0:00,275.3539,388.6277,3.0307877,166.21028,1.0161685,6.6640697,0.004882447
1/25/2017 3:00,269.9561,381.65695,4.063657,153.21461,1.0662609,7.473451,0.004605619
1/25/2017 6:00,241.80565,342.02316,9.988022,132.49904,1.1231188,8.1359415,0.003790761
1/25/2017 9:00,204.80305,289.52014,7.0722113,141.87808,1.0516429,6.504856,0.003635875
1/25/2017 12:00,78.37265,110.736496,4.0654154,179.38113,0.97917944,5.36468,0.003432453
1/25/2017 15:00,49.567406,70.02239,2.8545375,169.37616,0.7235355,4.1114216,0.003289119
1/25/2017 18:00,148.60461,209.1789,3.9914732,161.16068,0.7505076,5.1228437,0.002883033
1/25/2017 21:00,282.18506,397.4961,2.0384018,164.21571,0.73940593,4.7063503,0.002504251
1/26/2017 0:00,296.03366,417.87305,3.3982942,157.04158,0.78534317,5.340134,0.002127616
1/26/2017 3:00,276.91174,391.7057,4.4092155,147.9348,0.81796247,5.963978,0.001807194
1/26/2017 6:00,252.06154,356.75674,10.765373,135.97884,0.8185613,5.8012276,0.001730235
1/26/2017 9:00,197.87694,279.84824,9.588163,137.58023,0.7877834,5.1860356,0.001605301
1/26/2017 12:00,69.129585,97.690475,6.5594144,171.02782,0.8468357,4.8605356,0.001495398
1/26/2017 15:00,53.88449,76.14921,4.298286,164.0507,0.65327865,3.9226463,0.001248836
1/26/2017 18:00,134.88124,189.9104,5.382831,159.85774,0.7178412,5.737113,0.001012246
1/26/2017 21:00,262.91333,370.40485,5.0115037,158.73927,0.7975139,6.4035974,0.001005415
1/27/2017 0:00,303.31302,428.17725,6.1910114,155.11044,0.86740994,7.333863,0.001185903
1/27/2017 3:00,291.64334,412.5575,5.9018073,148.30705,0.98132604,8.478484,0.00139716
1/27/2017 6:00,284.67612,402.977,20.96634,134.24614,0.9829419,7.046983,0.001399569
1/27/2017 9:00,217.73564,307.9365,18.281092,134.31488,0.8945234,6.713788,0.001233585
1/27/2017 12:00,95.51741,135.01431,10.938067,192.4999,1.0002698,5.808313,0.001120563
1/27/2017 15:00,77.212234,109.12589,6.503016,192.55856,0.8433915,5.0100727,0.001078828
1/27/2017 18:00,157.18018,221.42592,6.411679,189.72017,0.95487463,6.923662,0.000957591
1/27/2017 21:00,233.87585,329.60464,5.8478937,193.05548,1.0576104,8.036279,0.001154098
1/28/2017 0:00,256.34827,361.94302,7.1357203,194.96759,1.1782428,9.840301,0.001219327
1/28/2017 3:00,226.54343,320.39026,11.651011,176.39008,1.4609365,13.805998,0.001272613
1/28/2017 6:00,230.20164,325.82916,16.110746,147.51129,1.7980425,17.738358,0.001368042
1/28/2017 9:00,205.60558,290.91394,15.699415,136.44751,2.0352638,19.33212,0.001372412
1/28/2017 12:00,138.40572,195.81487,4.711267,198.6865,1.5653445,11.575891,0.00144444
1/28/2017 15:00,106.07036,150.06929,2.454371,178.61649,1.0575559,6.986193,0.001987018
1/28/2017 18:00,164.58417,232.0946,6.670429,132.69939,1.0992024,8.474567,0.002944254
1/28/2017 21:00,184.60199,260.3731,8.064452,110.07763,1.0241925,9.603565,0.002799046
1/29/2017 0:00,170.6726,240.9985,10.931351,90.642456,1.0132922,12.5887,0.002049592
1/29/2017 3:00,146.16858,206.63577,12.261651,81.989944,1.0220542,15.125068,0.001590863
1/29/2017 6:00,128.8181,182.23537,15.559799,76.889694,0.99560046,14.654896,0.001429747
1/29/2017 9:00,125.10148,176.91986,12.188387,90.69514,1.0646448,12.962565,0.001180675
1/29/2017 12:00,80.93741,114.465225,3.3910656,150.69882,0.7772104,7.012967,0.001000652
1/29/2017 15:00,61.22818,86.55127,2.625166,155.8894,0.6387757,5.608187,0.001107545
1/29/2017 18:00,107.03535,150.84753,5.178995,138.38719,0.6888793,6.9877944,0.00226834
1/29/2017 21:00,147.90207,208.54457,6.194924,129.61311,0.7869598,8.530117,0.004297895
1/30/2017 0:00,148.43564,209.64058,8.036983,118.2418,0.8971742,10.951757,0.005750301
1/30/2017 3:00,140.01157,198.0271,9.992658,104.06693,1.0080135,13.264033,0.005744319
1/30/2017 6:00,157.12512,222.3174,13.209367,91.0542,1.0802559,13.44683,0.008366469
1/30/2017 9:00,147.43668,208.53326,11.123469,99.322845,1.1980581,12.83115,0.006947522
1/30/2017 12:00,102.26586,144.61557,2.7186832,157.02081,0.87973857,7.2791047,0.004770665
1/30/2017 15:00,85.54227,120.935585,2.2155836,163.15862,0.7452502,6.0738764,0.00320394
1/30/2017 18:00,133.97292,188.87308,5.9435678,138.80232,0.8097759,8.173439,0.002853601
1/30/2017 21:00,183.62875,258.934,8.098926,129.02228,0.9315933,10.768789,0.003115658
1/31/2017 0:00,186.2281,263.00806,10.828521,117.50022,1.0605139,14.042681,0.003239488
1/31/2017 3:00,187.61455,265.32553,14.114598,97.77953,1.2364442,16.926714,0.003727028
1/31/2017 6:00,211.53912,299.2902,25.49723,84.227875,1.374283,16.037394,0.005070854
